Is an ape a planet?|No
Is an ape an ocean?|No
Is an ape a body of water?|No
Is an ape a restaurant?|No
Is an ape an insect?|No
Is an ape a lizard?|No
Is an ape a bicycle?|No
Is an ape a bridge?|No
Is an ape a house?|No
Is an ape a publication?|No
Is an ape a president?|No
Is an ape a leader?|No
Is an ape a turtle?|No
Is an ape a europe?|No
Is an ape a river?|No
Is an ape a vehicle?|No
Is an ape a deer?|No
Is an ape a road?|No
Is an ape a cat?|No
Is an ape a politician?|No
Is an ape a grass?|No
Is an ape a town?|No
Is an ape an africa?|No
Is an ape a doctor?|No
Is an ape a horse?|No
Is an ape an asia?|No
Is an ape a forest?|No
Is an ape a wheel?|No
Is an ape an ant?|No
Is an ape a continent?|No
Is an ape an airplane?|No
Is an ape a clothes?|No
Is an ape a wine?|No
Is an ape a city?|No
Is an ape a flower?|No
Is an ape a kitchen?|No
Is an ape a lake?|No
Is an ape a metal?|No
Is an ape a movie?|No
Is an ape a building?|No
Is an ape a snake?|No
Is an ape a wasp?|No
Is an ape a door?|No
Is an ape a soda?|No
Is an ape a human being?|No
Is an ape a room?|No
Is an ape a bathroom?|No
Is an ape a boat?|No
Is an ape a jewelry?|No
Is an ape a kitchen utensil?|No
Is an ape a carbohydrate?|No
Is an ape a toy?|No
Is an ape a drug?|No
Is an ape a student?|No
Is an ape an acid?|No
Is an ape an expert?|No
Is an ape a structure?|No
Is an ape a water?|No
Is an ape a palm tree?|No
Is an ape a crustacean?|No
Is an ape a jellyfish?|No
Is an ape a rodent?|No
Is a cypress a plant?|Yes
Is a cypress a tree?|Yes
Is a cypress a cypress?|Yes
Is a cypress a living thing?|Yes
Is a cypress capable of grow?|Yes
Is a cypress capable of cast shadow?|Yes
Is a cypress capable of die from pollution?|Yes
Does a cypress have a trunk?|Yes
Is a cypress a woody plant?|Yes
Is a cypress capable of further grow?|Yes
Is a cypress capable of grow leaves?|Yes
Is a cypress capable of branch into leaves?|Yes
Is a cypress capable of drop leaves?|Yes
Does a cypress have a roots branches leaves and trunk?|Yes
Does a cypress have a roots?|Yes
Does a cypress have a leaves in summer?|Yes
Is a cypress capable of branch in several directions?|Yes
Is a cypress capable of rain pollen?|Yes
Is a cypress capable of grow new branches?|Yes
Is a cypress capable of branch out?|Yes
Is a cypress a tall plant?|Yes
Does a cypress have a bark?|Yes
Is a cypress made of wood?|Yes
Does a cypress have a leaves on branches?|Yes
Does a cypress have a bark around outside of?|Yes
Is a cypress capable of grow branch?|Yes
Is a cypress capable of shade us in summer?|Yes
Is a cypress capable of move in wind?|Yes
Is a cypress capable of branch off and get bigger?|Yes
Does a cypress have a leaf?|Yes
Is a cypress capable of shade from sun?|Yes
Does a cypress have the property of being alive?|Yes
Is a cypress capable of bud?|Yes
Does a cypress have a limb?|Yes
Is a cypress capable of flower annually?|Yes
Is a cypress capable of offer shade?|Yes
Does a cypress have a leaves?|Yes
Is a cypress a wood?|Yes
Is a cypress capable of provide shelter?|Yes
Does a cypress have a crown?|Yes
Is a cypress a tracheophyte?|Yes
Is a cypress capable of rain leaves?|Yes
Does a cypress have a burl?|Yes
Is a cypress made of leaves?|Yes
Does a cypress have a stump?|Yes
Is a cypress a grass?|No
Is a cypress a flower?|No
Is a cypress an herb?|No
Is a cypress an organism?|Yes
Is a cypress capable of have roots?|Yes
Does a cypress have a root?|Yes
Does a cypress have a stem?|Yes
Does a cypress have the property of being growing taller?|Yes
Is a cypress capable of suffering dehydration?|Yes
Is a cypress capable of grow in garden?|Yes
Is a cypress an animal?|No
Is a cypress a fungus?|No
Is a cypress a virus?|No
Is a cypress a bacterium?|No
Does a cypress have a cell?|Yes
Is a cypress made of cells?|Yes
Does a cypress have a body part?|Yes
Is a cypress a mineral?|No
Is a cypress an artifact?|No
Is a cypress a sound?|No
Is a cypress a religion?|No
Is a cypress a science?|No
Is a cypress a government?|No
Is a cypress an art?|No
Is a cypress a company?|No
Is a cypress a hair?|No
Is a cypress an action?|No
Is a cypress a sport?|No
Is a cypress a disease?|No
Is a cypress a fire?|No
Is a cypress a liquid?|No
Is a cypress a molecule?|No
Is a cypress a location?|No
Is a cypress a food?|No
Is a cypress a computer?|No
Is a cypress a car?|No
Is a cypress a protein?|No
Is a cypress a machine?|No
Is a cypress a school?|No
Is a cypress a dog?|No
Is a cypress a shop?|No
Is a cypress a country?|No
Is a cypress a plastic?|No
Is a cypress a fish?|No
Is a cypress a planet?|No
Is a cypress an ocean?|No
Is a cypress a body of water?|No
Is a cypress a restaurant?|No
Is a cypress an insect?|No
Is a cypress a lizard?|No
Is a cypress a bicycle?|No
Is a cypress a bridge?|No
Is a cypress a house?|No
Is a cypress a publication?|No
Is a cypress a president?|No
Is a cypress a leader?|No
Is a cypress a turtle?|No
Is a cypress a europe?|No
Is a cypress a vertebrate?|No
Is a cypress a river?|No
Is a cypress a bird?|No
Is a cypress a vehicle?|No
Is a cypress a deer?|No
Is a cypress a road?|No
Is a cypress a sugar?|No
Is a cypress a cat?|No
Is a cypress a mammal?|No
Is a cypress a politician?|No
Is a cypress a town?|No
Is a cypress an africa?|No
Is a cypress a doctor?|No
Is a cypress a fruit?|No
Is a cypress a horse?|No
Is a cypress an asia?|No
Is a cypress a forest?|No
Is a cypress a wheel?|No
Is a cypress an ant?|No
Is a cypress a continent?|No
Is a cypress an airplane?|No
Is a cypress a clothes?|No
Is a cypress a wine?|No
Is a cypress a meal?|No
Is a cypress a city?|No
Is a cypress a cake?|No
Is a cypress a cheese?|No
Is a cypress a kitchen?|No
Is a cypress a lake?|No
Is a cypress a soup?|No
Is a cypress a metal?|No
Is a cypress a movie?|No
Is a cypress a building?|No
Is a cypress a snake?|No
Is a cypress a wasp?|No
Is a cypress a door?|No
Is a cypress a salad?|No
Is a cypress a soda?|No
Is a cypress a vegetable?|No
Is a cypress a human being?|No
Is a cypress a room?|No
Is a cypress a bathroom?|No
Is a cypress a boat?|No
Is a cypress a jewelry?|No
Is a cypress a candy?|No
Is a cypress a kitchen utensil?|No
Is a cypress a carbohydrate?|No
Is a cypress a toy?|No
Is a cypress a drug?|No
Is a cypress a student?|No
Is a cypress an acid?|No
Is a cypress an expert?|No
Is a cypress a structure?|No
Is a cypress a water?|No
Is a cypress a reptile?|No
Is a cypress a palm tree?|No
Is a cypress a crustacean?|No
Is a cypress a jellyfish?|No
Is a cypress an invertebrate?|No
Is a cypress a rodent?|No
Is a daffodil a plant?|Yes
Is a daffodil a flower?|Yes
Is a daffodil a tree?|No
Is a daffodil a daffodil?|Yes
Is a daffodil a living thing?|Yes
Is a daffodil capable of grow?|Yes
Is a daffodil an organism?|Yes
Is a daffodil capable of have roots?|Yes
Does a daffodil have a root?|Yes
Does a daffodil have the property of being alive?|Yes
Does a daffodil have a stem?|Yes
Does a daffodil have the property of being growing taller?|Yes
Is a daffodil capable of suffering dehydration?|Yes
Is a daffodil capable of grow in garden?|Yes
Does a daffodil have a leaf?|Yes
Is a daffodil an animal?|No
Is a daffodil a fungus?|No
Is a daffodil a virus?|No
Is a daffodil a bacterium?|No
Is a daffodil capable of cast shadow?|Yes
Does a daffodil have a perianth?|Yes
Does a daffodil have a ovary?|Yes
Does a daffodil have a stamen?|Yes
Is a daffodil a part of plant?|Yes
Is a daffodil a angiosperm?|Yes
Is a daffodil a flowering plant?|Yes
Does a daffodil have a floral leaf?|Yes
Is a daffodil capable of holding bee?|Yes
Is a daffodil capable of spread petals?|Yes
Is a daffodil capable of drop petals?|Yes
Is a daffodil capable of blossom?|Yes
Does a daffodil have a carpel?|Yes
Is a daffodil capable of open?|Yes
Does a daffodil have a pistil?|Yes
Is a daffodil capable of grow from bulb?|Yes
Is a daffodil capable of give nectar to hummingbirds?|Yes
Is a daffodil capable of delight person?|Yes
Is a daffodil a vegetable?|No
Is a daffodil a fruit?|No
Is a daffodil a grass?|No
Is a daffodil an herb?|No
Does a daffodil have a cell?|Yes
Is a daffodil made of cells?|Yes
Does a daffodil have a body part?|Yes
Is a daffodil a mineral?|No
Is a daffodil an artifact?|No
Is a daffodil a sound?|No
Is a daffodil a religion?|No
Is a daffodil a science?|No
Is a daffodil a government?|No
Is a daffodil an art?|No
Is a daffodil a company?|No
Is a daffodil a hair?|No
Is a daffodil an action?|No
